Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Week,Day,Day_of_Week,Is_Weekend,Inventory_to_Sales_Ratio,Inventory_Gap,Price_Difference,Price_Difference_Percentage,Promotion_Discount,Previous_Demand,Previous_Units_Sold,Rolling_7_Day_Demand,Rolling_7_Day_Sales
2022-05-06,S002,P0014,Electronics,South,505,88,0,122.5,5,Sunny,0,113.04,Spring,1,90,2022,5,18,6,4,0,5.738636363636363,417,9.459999999999994,8.36871903750884,0,68.0,46.0,53.57142857142857,47.142857142857146
2022-05-07,S002,P0014,Electronics,South,417,46,0,110.02,0,Sunny,0,102.63,Spring,1,46,2022,5,18,7,5,1,9.065217391304348,371,7.390000000000001,7.200623599337426,0,90.0,88.0,62.142857142857146,55.57142857142857
2022-05-08,S002,P0014,Electronics,South,371,35,0,98.79,0,Cloudy,0,105.37,Spring,1,33,2022,5,18,8,6,1,10.6,336,-6.579999999999998,-6.2446616684065654,0,46.0,46.0,63.57142857142857,57.142857142857146
2022-05-09,S002,P0014,Electronics,South,336,48,0,98.88,10,Cloudy,0,114.12,Spring,1,59,2022,5,19,9,0,0,7.0,288,-15.240000000000009,-13.354363827549957,0,33.0,35.0,60.57142857142857,52.857142857142854
2022-05-10,S002,P0014,Electronics,South,288,83,257,93.06,20,Rainy,1,105.75,Spring,1,75,2022,5,19,10,1,0,3.4698795180722892,205,-12.689999999999998,-11.999999999999998,20,59.0,48.0,58.57142857142857,48.42857142857143
2022-05-11,S002,P0014,Electronics,South,205,45,0,94.95,10,Sunny,0,114.26,Spring,1,49,2022,5,19,11,2,0,4.555555555555555,160,-19.310000000000002,-16.900052511815158,0,75.0,83.0,64.0,54.57142857142857
2022-05-12,S002,P0014,Electronics,South,160,58,0,86.22,25,Rainy,1,96.26,Spring,1,71,2022,5,19,12,3,0,2.7586206896551726,102,-10.040000000000006,-10.430085185954711,25,49.0,45.0,60.0,55.857142857142854
2022-05-13,S002,P0014,Electronics,South,102,98,389,130.15,0,Sunny,0,152.65,Spring,1,108,2022,5,19,13,4,0,1.0408163265306123,4,-22.5,-14.73960039305601,0,71.0,58.0,60.42857142857143,57.57142857142857
2022-05-14,S002,P0014,Electronics,South,261,35,0,103.46,0,Cloudy,0,88.85,Spring,1,31,2022,5,19,14,5,1,7.457142857142857,226,14.61,16.443444006752955,0,108.0,98.0,63.0,59.0
2022-05-15,S002,P0014,Electronics,South,226,45,0,115.9,5,Cloudy,0,111.26,Spring,1,74,2022,5,19,15,6,1,5.022222222222222,181,4.640000000000001,4.170411648391156,0,31.0,35.0,60.857142857142854,57.42857142857143
2022-05-16,S002,P0014,Electronics,South,181,56,0,96.12,10,Sunny,0,112.91,Spring,1,52,2022,5,20,16,0,0,3.232142857142857,125,-16.789999999999992,-14.870250642104324,0,74.0,45.0,66.71428571428571,58.857142857142854
2022-05-17,S002,P0014,Electronics,South,514,79,0,103.21,15,Cloudy,1,114.08,Spring,1,87,2022,5,20,17,1,0,6.506329113924051,435,-10.870000000000005,-9.52840112201964,15,52.0,56.0,65.71428571428571,60.0
2022-05-18,S002,P0014,Electronics,South,435,26,0,97.75,10,Rainy,0,89.83,Spring,1,43,2022,5,20,18,2,0,16.73076923076923,409,7.920000000000002,8.816653679171772,0,87.0,79.0,67.42857142857143,59.42857142857143
2022-05-19,S002,P0014,Electronics,South,409,80,0,117.28,5,Rainy,0,107.01,Spring,1,77,2022,5,20,19,3,0,5.1125,329,10.269999999999996,9.597233903373512,0,43.0,26.0,66.57142857142857,56.714285714285715
2022-05-20,S002,P0014,Electronics,South,329,58,328,96.07,25,Cloudy,1,91.49,Spring,1,88,2022,5,20,20,4,0,5.672413793103448,271,4.579999999999998,5.006011585965678,25,77.0,80.0,67.42857142857143,59.857142857142854
2022-05-21,S002,P0014,Electronics,South,271,40,0,95.58,10,Sunny,0,88.38,Spring,1,38,2022,5,20,21,5,1,6.775,231,7.200000000000003,8.146639511201633,0,88.0,58.0,64.57142857142857,54.142857142857146
2022-05-22,S002,P0014,Electronics,South,231,85,0,120.5,5,Sunny,0,115.69,Spring,1,85,2022,5,20,22,6,1,2.7176470588235295,146,4.810000000000002,4.157662719336159,0,38.0,40.0,65.57142857142857,54.857142857142854
2022-05-23,S002,P0014,Electronics,South,146,38,0,95.76,5,Cloudy,0,102.88,Spring,1,37,2022,5,21,23,0,0,3.8421052631578947,108,-7.11999999999999,-6.920684292379462,0,85.0,85.0,67.14285714285714,60.57142857142857
2022-05-24,S002,P0014,Electronics,South,436,38,0,105.46,0,Rainy,0,119.72,Spring,1,49,2022,5,21,24,1,0,11.473684210526315,398,-14.260000000000005,-11.911125960574678,0,37.0,38.0,65.0,58.0
2022-05-25,S002,P0014,Electronics,South,398,104,304,104.01,15,Cloudy,1,123.52,Spring,1,89,2022,5,21,25,2,0,3.826923076923077,294,-19.50999999999999,-15.795012953367868,15,49.0,38.0,59.57142857142857,52.142857142857146
2022-05-26,S002,P0014,Electronics,South,294,68,0,114.0,10,Rainy,0,112.94,Spring,0,84,2022,5,21,26,3,0,4.323529411764706,226,1.0600000000000023,0.9385514432442024,0,89.0,104.0,66.14285714285714,63.285714285714285
2022-05-27,S002,P0014,Electronics,South,226,80,0,87.8,25,Cloudy,1,105.16,Spring,0,76,2022,5,21,27,4,0,2.825,146,-17.36,-16.508178014454163,25,84.0,68.0,67.14285714285714,61.57142857142857
2022-05-28,S002,P0014,Electronics,South,146,94,454,103.47,25,Rainy,1,117.89,Spring,0,127,2022,5,21,28,5,1,1.553191489361702,52,-14.420000000000002,-12.231741453897703,25,76.0,80.0,65.42857142857143,64.71428571428571
2022-05-29,S002,P0014,Electronics,South,356,74,0,115.41,10,Cloudy,0,110.73,Spring,0,88,2022,5,21,29,6,1,4.8108108108108105,282,4.679999999999993,4.226496884313188,0,127.0,94.0,78.14285714285714,72.42857142857143
2022-05-30,S002,P0014,Electronics,South,282,97,0,124.63,5,Rainy,0,114.47,Spring,0,95,2022,5,22,30,0,0,2.9072164948453607,185,10.159999999999997,8.8756879531755,0,88.0,74.0,78.57142857142857,70.85714285714286
2022-05-31,S002,P0014,Electronics,South,185,142,659,144.04,0,Cloudy,0,166.79,Spring,0,141,2022,5,22,31,1,0,1.3028169014084507,43,-22.75,-13.639906469212784,0,95.0,97.0,86.85714285714286,79.28571428571429
2022-06-01,S002,P0014,Electronics,South,497,54,0,103.95,10,Cloudy,0,119.53,Summer,0,73,2022,6,22,1,2,0,9.203703703703704,443,-15.579999999999998,-13.034384673303773,0,141.0,142.0,100.0,94.14285714285714
2022-06-02,S002,P0014,Electronics,South,443,58,0,127.52,0,Cloudy,0,109.34,Summer,0,86,2022,6,22,2,3,0,7.637931034482759,385,18.179999999999993,16.627034936894084,0,73.0,54.0,97.71428571428571,87.0
2022-06-03,S002,P0014,Electronics,South,385,147,0,136.49,5,Rainy,0,135.33,Summer,0,123,2022,6,22,3,4,0,2.619047619047619,238,1.1599999999999966,0.8571639695558977,0,86.0,58.0,98.0,85.57142857142857
2022-06-04,S002,P0014,Electronics,South,897,90,0,121.01,20,Rainy,1,117.74,Summer,0,140,2022,6,22,4,5,1,9.966666666666667,807,3.2700000000000102,2.7773059283166384,20,123.0,147.0,104.71428571428571,95.14285714285714
2022-06-05,S002,P0014,Electronics,South,807,181,0,140.7,10,Cloudy,0,138.37,Summer,0,152,2022,6,22,5,6,1,4.458563535911602,626,2.329999999999984,1.6838910168388985,0,140.0,90.0,106.57142857142857,94.57142857142857
2022-06-06,S002,P0014,Electronics,South,626,116,510,108.32,25,Rainy,1,116.55,Summer,0,142,2022,6,23,6,0,0,5.396551724137931,510,-8.230000000000004,-7.061347061347065,25,152.0,181.0,115.71428571428571,109.85714285714286
2022-06-07,S002,P0014,Electronics,South,510,49,0,97.26,10,Rainy,0,105.87,Summer,0,55,2022,6,23,7,1,0,10.408163265306122,461,-8.61,-8.132615471805044,0,142.0,116.0,122.42857142857143,112.57142857142857
2022-06-08,S002,P0014,Electronics,South,461,118,0,107.36,25,Rainy,1,93.55,Summer,0,122,2022,6,23,8,2,0,3.906779661016949,343,13.810000000000002,14.762159273115982,25,55.0,49.0,110.14285714285714,99.28571428571429
2022-06-09,S002,P0014,Electronics,South,343,129,0,127.13,10,Rainy,1,153.84,Summer,0,135,2022,6,23,9,3,0,2.6589147286821704,214,-26.710000000000008,-17.36219448777952,10,122.0,118.0,117.14285714285714,108.42857142857143
2022-06-10,S002,P0014,Electronics,South,724,113,0,112.09,10,Sunny,0,131.02,Summer,0,94,2022,6,23,10,4,0,6.407079646017699,611,-18.930000000000007,-14.448175851015115,0,135.0,129.0,124.14285714285714,118.57142857142857
2022-06-11,S002,P0014,Electronics,South,611,54,0,108.93,5,Rainy,0,130.41,Summer,0,71,2022,6,23,11,5,1,11.314814814814815,557,-21.47999999999999,-16.471129514607767,0,94.0,113.0,120.0,113.71428571428571
2022-06-12,S002,P0014,Electronics,South,557,111,0,134.7,0,Sunny,0,123.14,Summer,0,103,2022,6,23,12,6,1,5.018018018018018,446,11.559999999999988,9.387688809485129,0,71.0,54.0,110.14285714285714,108.57142857142857
2022-06-13,S002,P0014,Electronics,South,446,67,0,107.2,10,Cloudy,0,127.54,Summer,0,81,2022,6,24,13,0,0,6.656716417910448,379,-20.340000000000003,-15.947937901834722,0,103.0,111.0,103.14285714285714,98.57142857142857
2022-06-14,S002,P0014,Electronics,South,379,66,275,118.47,5,Rainy,0,111.31,Summer,0,80,2022,6,24,14,1,0,5.742424242424242,313,7.159999999999997,6.43248585032791,0,81.0,67.0,94.42857142857143,91.57142857142857
2022-06-15,S002,P0014,Electronics,South,313,53,0,112.87,10,Sunny,1,112.82,Summer,0,81,2022,6,24,15,2,0,5.90566037735849,260,0.05000000000001137,0.04431838326538856,10,80.0,66.0,98.0,94.0
2022-06-16,S002,P0014,Electronics,South,260,108,0,109.66,15,Rainy,1,116.93,Summer,0,105,2022,6,24,16,3,0,2.4074074074074074,152,-7.27000000000001,-6.21739502266314,15,81.0,53.0,92.14285714285714,84.71428571428571
2022-06-17,S002,P0014,Electronics,South,152,63,0,99.88,10,Cloudy,0,119.78,Summer,0,62,2022,6,24,17,4,0,2.4126984126984126,89,-19.900000000000006,-16.613791951911843,0,105.0,108.0,87.85714285714286,81.71428571428571
2022-06-18,S002,P0014,Electronics,South,364,133,481,118.86,20,Cloudy,1,114.13,Summer,0,134,2022,6,24,18,5,1,2.736842105263158,231,4.730000000000004,4.144396740559015,20,62.0,63.0,83.28571428571429,74.57142857142857
2022-06-19,S002,P0014,Electronics,South,231,120,0,112.66,15,Cloudy,1,129.72,Summer,0,114,2022,6,24,19,6,1,1.925,111,-17.060000000000002,-13.15140302189331,15,134.0,133.0,92.28571428571429,85.85714285714286
2022-06-20,S002,P0014,Electronics,South,111,86,0,125.44,0,Cloudy,0,136.88,Summer,0,97,2022,6,25,20,0,0,1.2906976744186047,25,-11.439999999999998,-8.357685563997661,0,114.0,120.0,93.85714285714286,87.14285714285714
2022-06-21,S002,P0014,Electronics,South,25,25,447,134.45,5,Cloudy,0,133.54,Summer,0,118,2022,6,25,21,1,0,1.0,0,0.9099999999999966,0.6814437621686361,0,97.0,86.0,96.14285714285714,89.85714285714286
2022-06-22,S002,P0014,Electronics,South,481,118,0,128.78,10,Rainy,1,151.68,Summer,0,139,2022,6,25,22,2,0,4.076271186440678,363,-22.900000000000006,-15.09757383966245,10,118.0,25.0,101.57142857142857,84.0
2022-06-23,S002,P0014,Electronics,South,363,79,0,129.26,0,Sunny,0,147.93,Summer,0,106,2022,6,25,23,3,0,4.594936708860759,284,-18.670000000000016,-12.620834178327597,0,139.0,118.0,109.85714285714286,93.28571428571429
2022-06-24,S002,P0014,Electronics,South,284,82,0,129.03,5,Sunny,0,113.04,Summer,0,105,2022,6,25,24,4,0,3.4634146341463414,202,15.989999999999995,14.145435244161353,0,106.0,79.0,110.0,89.14285714285714
2022-06-25,S002,P0014,Electronics,South,649,118,0,126.56,5,Cloudy,0,140.95,Summer,0,115,2022,6,25,25,5,1,5.5,531,-14.389999999999986,-10.209294075913435,0,105.0,82.0,116.14285714285714,91.85714285714286
2022-06-26,S002,P0014,Electronics,South,531,88,0,115.06,10,Rainy,1,112.34,Summer,0,87,2022,6,25,26,6,1,6.034090909090909,443,2.719999999999999,2.4212212925048946,10,115.0,118.0,113.42857142857143,89.71428571428571
2022-06-27,S002,P0014,Electronics,South,443,101,644,151.39,0,Sunny,0,162.89,Summer,0,159,2022,6,26,27,0,0,4.3861386138613865,342,-11.5,-7.059979127018234,0,87.0,88.0,109.57142857142857,85.14285714285714
2022-06-28,S002,P0014,Electronics,South,342,146,0,130.15,5,Sunny,0,141.88,Summer,0,124,2022,6,26,28,1,0,2.3424657534246576,196,-11.72999999999999,-8.267550042289251,0,159.0,101.0,118.42857142857143,87.28571428571429
2022-06-29,S002,P0014,Electronics,South,196,28,0,98.81,5,Sunny,0,89.95,Summer,1,33,2022,6,26,29,2,0,7.0,168,8.86,9.849916620344636,0,124.0,146.0,119.28571428571429,104.57142857142857
2022-06-30,S002,P0014,Electronics,South,168,77,0,117.87,0,Sunny,0,131.73,Summer,1,78,2022,6,26,30,3,0,2.1818181818181817,91,-13.859999999999985,-10.521521293554988,0,33.0,28.0,104.14285714285714,91.71428571428571
2022-07-01,S002,P0014,Electronics,South,735,28,0,104.91,5,Sunny,0,104.03,Summer,1,47,2022,7,26,1,4,0,26.25,707,0.8799999999999955,0.8459098337018124,0,78.0,77.0,100.14285714285714,91.42857142857143
2022-07-02,S002,P0014,Electronics,South,707,22,0,81.27,15,Rainy,1,90.42,Summer,1,25,2022,7,26,2,5,1,32.13636363636363,685,-9.150000000000006,-10.119442601194432,15,47.0,28.0,91.85714285714286,83.71428571428571
2022-07-03,S002,P0014,Electronics,South,685,52,0,94.31,15,Cloudy,1,106.37,Summer,1,62,2022,7,26,3,6,1,13.173076923076923,633,-12.060000000000002,-11.337783209551567,15,25.0,22.0,79.0,70.0
2022-07-04,S002,P0014,Electronics,South,633,58,0,94.55,15,Rainy,1,99.79,Summer,1,62,2022,7,27,4,0,0,10.913793103448276,575,-5.240000000000009,-5.251027157029772,15,62.0,52.0,75.42857142857143,64.85714285714286
2022-07-05,S002,P0014,Electronics,South,575,46,0,114.9,0,Sunny,0,99.54,Summer,1,57,2022,7,27,5,1,0,12.5,529,15.36,15.430982519590113,0,62.0,58.0,61.57142857142857,58.714285714285715
2022-07-06,S002,P0014,Electronics,South,529,44,0,85.77,25,Rainy,1,90.79,Summer,1,70,2022,7,27,6,2,0,12.022727272727273,485,-5.02000000000001,-5.529243308734453,25,57.0,46.0,52.0,44.42857142857143
2022-07-07,S002,P0014,Electronics,South,485,40,0,114.6,0,Rainy,0,111.52,Summer,1,57,2022,7,27,7,3,0,12.125,445,3.0799999999999983,2.7618364418938293,0,70.0,44.0,57.285714285714285,46.714285714285715
2022-07-08,S002,P0014,Electronics,South,445,37,0,109.15,5,Cloudy,0,93.62,Summer,1,57,2022,7,27,8,4,0,12.027027027027026,408,15.530000000000001,16.588335825678275,0,57.0,40.0,54.285714285714285,41.42857142857143
2022-07-09,S002,P0014,Electronics,South,408,30,0,82.71,25,Cloudy,1,77.5,Summer,1,47,2022,7,27,9,5,1,13.6,378,5.209999999999994,6.7225806451612815,25,57.0,37.0,55.714285714285715,42.714285714285715
2022-07-10,S002,P0014,Electronics,South,378,38,0,107.26,0,Cloudy,0,104.18,Summer,1,40,2022,7,27,10,6,1,9.947368421052632,340,3.0799999999999983,2.956421578038009,0,47.0,30.0,58.857142857142854,43.857142857142854
2022-07-11,S002,P0014,Electronics,South,340,24,0,98.09,0,Rainy,0,111.38,Summer,1,31,2022,7,28,11,0,0,14.166666666666666,316,-13.289999999999992,-11.932124259292506,0,40.0,38.0,55.714285714285715,41.857142857142854
2022-07-12,S002,P0014,Electronics,South,316,63,326,123.54,0,Cloudy,0,112.53,Summer,1,77,2022,7,28,12,1,0,5.015873015873016,253,11.010000000000005,9.7840575846441,0,31.0,24.0,51.285714285714285,37.0
2022-07-13,S002,P0014,Electronics,South,253,44,0,114.86,0,Sunny,0,114.77,Summer,1,57,2022,7,28,13,2,0,5.75,209,0.09000000000000341,0.0784177049751707,0,77.0,63.0,54.142857142857146,39.42857142857143
2022-07-14,S002,P0014,Electronics,South,209,55,0,99.72,5,Cloudy,0,115.62,Summer,1,47,2022,7,28,14,3,0,3.8,154,-15.900000000000006,-13.751946030098603,0,57.0,44.0,52.285714285714285,39.42857142857143
2022-07-15,S002,P0014,Electronics,South,154,52,0,101.37,10,Cloudy,1,89.34,Summer,1,52,2022,7,28,15,4,0,2.9615384615384617,102,12.030000000000001,13.465413028878443,10,47.0,55.0,50.857142857142854,41.57142857142857
2022-07-16,S002,P0014,Electronics,South,428,54,0,101.82,5,Cloudy,0,121.13,Summer,1,53,2022,7,28,16,5,1,7.925925925925926,374,-19.310000000000002,-15.94155040039627,0,52.0,52.0,50.142857142857146,43.714285714285715
2022-07-17,S002,P0014,Electronics,South,374,23,0,101.11,0,Cloudy,0,100.18,Summer,1,26,2022,7,28,17,6,1,16.26086956521739,351,0.9299999999999926,0.9283290077859777,0,53.0,54.0,51.0,47.142857142857146
2022-07-18,S002,P0014,Electronics,South,351,34,0,92.97,10,Cloudy,0,104.03,Summer,1,43,2022,7,29,18,0,0,10.323529411764707,317,-11.060000000000002,-10.63154859175238,0,26.0,23.0,49.0,45.0
2022-07-19,S002,P0014,Electronics,South,317,12,0,88.0,10,Rainy,0,83.38,Summer,1,18,2022,7,29,19,1,0,26.416666666666668,305,4.6200000000000045,5.5408970976253356,0,43.0,34.0,50.714285714285715,46.42857142857143
2022-07-20,S002,P0014,Electronics,South,305,47,0,109.19,0,Rainy,0,102.2,Summer,1,44,2022,7,29,20,2,0,6.48936170212766,258,6.989999999999995,6.839530332681012,0,18.0,12.0,42.285714285714285,39.142857142857146
2022-07-21,S002,P0014,Electronics,South,258,26,0,80.48,15,Rainy,1,90.47,Summer,1,23,2022,7,29,21,3,0,9.923076923076923,232,-9.989999999999995,-11.042334475516741,15,44.0,47.0,40.42857142857143,39.57142857142857
2022-07-22,S002,P0014,Electronics,South,232,96,378,114.26,10,Rainy,1,112.38,Summer,1,85,2022,7,29,22,4,0,2.4166666666666665,136,1.8800000000000097,1.6728955330130004,10,23.0,26.0,37.0,35.42857142857143
2022-07-23,S002,P0014,Electronics,South,136,101,0,121.36,5,Sunny,0,116.61,Summer,1,87,2022,7,29,23,5,1,1.3465346534653466,35,4.75,4.073407083440529,0,85.0,96.0,41.714285714285715,41.714285714285715
2022-07-24,S002,P0014,Electronics,South,35,35,0,98.78,10,Rainy,1,87.78,Summer,1,46,2022,7,29,24,6,1,1.0,0,11.0,12.531328320802004,10,87.0,101.0,46.57142857142857,48.42857142857143
2022-07-25,S002,P0014,Electronics,South,0,0,406,124.57,5,Cloudy,0,108.24,Summer,0,95,2022,7,30,25,0,0,0.0,0,16.33,15.086844050258682,0,46.0,35.0,49.42857142857143,50.142857142857146
2022-07-26,S002,P0014,Electronics,South,378,86,0,116.8,5,Rainy,0,108.49,Summer,0,76,2022,7,30,26,1,0,4.395348837209302,292,8.310000000000002,7.659692137524199,0,95.0,0.0,56.857142857142854,45.285714285714285
2022-07-27,S002,P0014,Electronics,South,292,98,0,123.14,10,Cloudy,1,140.54,Summer,0,124,2022,7,30,27,2,0,2.979591836734694,194,-17.39999999999999,-12.380816849295568,10,76.0,86.0,65.14285714285714,55.857142857142854
2022-07-28,S002,P0014,Electronics,South,194,114,633,134.87,10,Sunny,0,160.64,Summer,0,155,2022,7,30,28,3,0,1.7017543859649122,80,-25.769999999999982,-16.04208167330676,0,124.0,98.0,76.57142857142857,63.142857142857146
2022-07-29,S002,P0014,Electronics,South,486,105,0,128.16,0,Rainy,0,137.98,Summer,0,103,2022,7,30,29,4,0,4.628571428571429,381,-9.819999999999993,-7.116973474416579,0,155.0,114.0,95.42857142857143,75.71428571428571
2022-07-30,S002,P0014,Electronics,South,381,72,0,113.82,10,Cloudy,0,125.84,Summer,0,99,2022,7,30,30,5,1,5.291666666666667,309,-12.02000000000001,-9.551811824539106,0,103.0,105.0,98.0,77.0
2022-07-31,S002,P0014,Electronics,South,309,78,0,139.23,0,Sunny,0,163.69,Summer,0,130,2022,7,30,31,6,1,3.9615384615384617,231,-24.460000000000008,-14.942879833832249,0,99.0,72.0,99.71428571428571,72.85714285714286
2022-08-01,S002,P0014,Electronics,South,864,106,0,141.46,0,Sunny,0,170.47,Summer,0,135,2022,8,31,1,0,0,8.150943396226415,758,-29.00999999999999,-17.017657065759366,0,130.0,78.0,111.71428571428571,79.0
2022-08-02,S002,P0014,Electronics,South,758,145,0,120.13,20,Cloudy,1,131.86,Summer,0,156,2022,8,31,2,1,0,5.227586206896552,613,-11.730000000000018,-8.895798574245424,20,135.0,106.0,117.42857142857143,94.14285714285714
2022-08-03,S002,P0014,Electronics,South,613,71,0,134.05,0,Cloudy,0,125.79,Summer,0,101,2022,8,31,3,2,0,8.633802816901408,542,8.260000000000005,6.56649972175849,0,156.0,145.0,128.85714285714286,102.57142857142857
2022-08-04,S002,P0014,Electronics,South,542,156,628,113.57,20,Cloudy,1,127.9,Summer,0,136,2022,8,31,4,3,0,3.4743589743589745,386,-14.330000000000013,-11.204065676309625,20,101.0,71.0,125.57142857142857,98.71428571428571
2022-08-05,S002,P0014,Electronics,South,386,123,0,140.5,0,Cloudy,0,128.34,Summer,0,116,2022,8,31,5,4,0,3.138211382113821,263,12.159999999999997,9.474832476235,0,136.0,156.0,122.85714285714286,104.71428571428571
2022-08-06,S002,P0014,Electronics,South,263,90,0,131.88,10,Cloudy,0,129.45,Summer,0,130,2022,8,31,6,5,1,2.922222222222222,173,2.430000000000007,1.8771726535341884,0,116.0,123.0,124.71428571428571,107.28571428571429
2022-08-07,S002,P0014,Electronics,South,173,116,0,121.61,10,Rainy,1,119.61,Summer,0,104,2022,8,31,7,6,1,1.4913793103448276,57,2.0,1.6721009949000922,10,130.0,90.0,129.14285714285714,109.85714285714286
2022-08-08,S002,P0014,Electronics,South,685,38,0,99.69,0,Rainy,0,108.32,Summer,0,35,2022,8,32,8,0,0,18.026315789473685,647,-8.629999999999995,-7.967134416543571,0,104.0,116.0,125.42857142857143,115.28571428571429
2022-08-09,S002,P0014,Electronics,South,647,113,0,117.24,20,Rainy,1,115.32,Summer,0,130,2022,8,32,9,1,0,5.725663716814159,534,1.9200000000000017,1.6649323621227903,20,35.0,38.0,111.14285714285714,105.57142857142857
2022-08-10,S002,P0014,Electronics,South,534,104,511,134.94,10,Cloudy,1,124.55,Summer,0,137,2022,8,32,10,2,0,5.134615384615385,430,10.39,8.342031312725814,10,130.0,113.0,107.42857142857143,101.0
2022-08-11,S002,P0014,Electronics,South,430,143,0,126.35,10,Cloudy,0,146.11,Summer,0,133,2022,8,32,11,3,0,3.006993006993007,287,-19.76000000000002,-13.524057217165161,0,137.0,104.0,112.57142857142857,105.71428571428571
2022-08-12,S002,P0014,Electronics,South,287,89,0,115.44,5,Cloudy,0,123.24,Summer,0,87,2022,8,32,12,4,0,3.2247191011235956,198,-7.799999999999997,-6.32911392405063,0,133.0,143.0,112.14285714285714,103.85714285714286
2022-08-13,S002,P0014,Electronics,South,198,106,0,129.09,0,Rainy,0,114.34,Summer,0,90,2022,8,32,13,5,1,1.8679245283018868,92,14.75,12.900122441840125,0,87.0,89.0,108.0,99.0
2022-08-14,S002,P0014,Electronics,South,603,138,626,140.31,10,Cloudy,1,150.99,Summer,0,170,2022,8,32,14,6,1,4.369565217391305,465,-10.680000000000007,-7.0733161136499145,10,90.0,106.0,102.28571428571429,101.28571428571429
2022-08-15,S002,P0014,Electronics,South,465,85,0,105.96,20,Cloudy,1,91.1,Summer,0,98,2022,8,33,15,0,0,5.470588235294118,380,14.86,16.311745334796925,20,170.0,138.0,111.71428571428571,104.42857142857143
2022-08-16,S002,P0014,Electronics,South,380,105,0,126.31,10,Sunny,0,151.9,Summer,0,132,2022,8,33,16,1,0,3.619047619047619,275,-25.590000000000003,-16.846609611586572,0,98.0,85.0,120.71428571428571,111.14285714285714
2022-08-17,S002,P0014,Electronics,South,275,62,0,125.33,5,Sunny,0,113.95,Summer,0,96,2022,8,33,17,2,0,4.435483870967742,213,11.379999999999995,9.986836331724437,0,132.0,105.0,121.0,110.0
2022-08-18,S002,P0014,Electronics,South,839,65,0,111.05,10,Sunny,1,107.74,Summer,0,77,2022,8,33,18,3,0,12.907692307692308,774,3.3100000000000023,3.0722108780397277,10,96.0,62.0,115.14285714285714,104.0
2022-08-19,S002,P0014,Electronics,South,774,64,0,120.88,0,Rainy,0,143.31,Summer,0,86,2022,8,33,19,4,0,12.09375,710,-22.430000000000007,-15.651385109203828,0,77.0,65.0,107.14285714285714,92.85714285714286
2022-08-20,S002,P0014,Electronics,South,710,65,0,111.51,10,Rainy,0,124.62,Summer,0,93,2022,8,33,20,5,1,10.923076923076923,645,-13.11,-10.51998074145402,0,86.0,64.0,107.0,89.28571428571429
2022-08-21,S002,P0014,Electronics,South,645,98,0,118.63,15,Cloudy,1,142.32,Summer,0,131,2022,8,33,21,6,1,6.581632653061225,547,-23.689999999999998,-16.64558740865655,15,93.0,65.0,107.42857142857143,83.42857142857143
2022-08-22,S002,P0014,Electronics,South,547,94,0,123.19,5,Sunny,0,117.92,Summer,0,91,2022,8,34,22,0,0,5.819148936170213,453,5.269999999999996,4.469131614653999,0,131.0,98.0,101.85714285714286,77.71428571428571
2022-08-23,S002,P0014,Electronics,South,453,84,508,126.4,10,Sunny,0,152.2,Summer,0,133,2022,8,34,23,1,0,5.392857142857143,369,-25.799999999999983,-16.95137976346911,0,91.0,94.0,100.85714285714286,79.0
2022-08-24,S002,P0014,Electronics,South,369,88,0,119.18,5,Cloudy,0,103.42,Summer,0,82,2022,8,34,24,2,0,4.193181818181818,281,15.760000000000005,15.238831947398959,0,133.0,84.0,101.0,76.0
2022-08-25,S002,P0014,Electronics,South,281,47,0,117.2,0,Sunny,0,102.78,Summer,0,63,2022,8,34,25,3,0,5.9787234042553195,234,14.420000000000002,14.029966919634171,0,82.0,88.0,99.0,79.71428571428571
2022-08-26,S002,P0014,Electronics,South,234,67,0,111.29,10,Rainy,0,110.06,Summer,0,77,2022,8,34,26,4,0,3.4925373134328357,167,1.230000000000004,1.1175722333272795,0,63.0,47.0,97.0,77.14285714285714
2022-08-27,S002,P0014,Electronics,South,675,142,0,107.79,25,Cloudy,1,124.62,Summer,0,141,2022,8,34,27,5,1,4.753521126760563,533,-16.83,-13.50505536831969,25,77.0,67.0,95.71428571428571,77.57142857142857
2022-08-28,S002,P0014,Electronics,South,533,86,0,133.08,0,Sunny,0,129.56,Summer,0,99,2022,8,34,28,6,1,6.1976744186046515,447,3.5200000000000102,2.7168879283729623,0,141.0,142.0,102.57142857142857,88.57142857142857
2022-08-29,S002,P0014,Electronics,South,447,99,0,116.85,5,Rainy,0,132.44,Summer,0,91,2022,8,35,29,0,0,4.515151515151516,348,-15.590000000000003,-11.771368166717007,0,99.0,86.0,98.0,86.85714285714286
2022-08-30,S002,P0014,Electronics,South,348,91,319,125.66,0,Cloudy,0,149.8,Summer,0,97,2022,8,35,30,1,0,3.8241758241758244,257,-24.140000000000015,-16.11481975967958,0,91.0,99.0,98.0,87.57142857142857
2022-08-31,S002,P0014,Electronics,South,257,122,593,153.86,0,Cloudy,0,141.2,Summer,0,146,2022,8,35,31,2,0,2.1065573770491803,135,12.660000000000025,8.966005665722399,0,97.0,91.0,92.85714285714286,88.57142857142857
